method,method2,samplingSite,vegetation,latitude,longitude,samplingID,date,plantSp,animalSp,samplingDays,samplingMeters,seedNo,year
camera,camera trap,Rubia peregrina,Low_Scrubland,36.98085,-6.48388,rper001,2021-10-31T11:38:00Z,Rubia peregrina,Curruca melanocephala,113.82,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-09-08T07:03:00Z,Rubus ulmifolius,Hippolais polyglotta,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-09-08T07:32:00Z,Rubus ulmifolius,Hippolais polyglotta,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-09-08T07:49:00Z,Rubus ulmifolius,Hippolais polyglotta,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-09-08T11:32:00Z,Rubus ulmifolius,Hippolais polyglotta,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-09T03:27:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Olea europaea,Marsh-Scrubland_Ecotone,37.023290013894,-6.44453,oeur001,2021-11-16T09:52:00Z,Olea europaea,Turdus merula,176.05,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-09-10T02:15:00Z,Rubus ulmifolius,Rattus rattus,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-09-10T18:38:00Z,Rubus ulmifolius,Hippolais polyglotta,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-09-10T10:10:00Z,Rubus ulmifolius,Hippolais polyglotta,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-10T21:26:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-10T21:31:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-09-10T21:00:00Z,Rubus ulmifolius,Rattus rattus,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-09-10T21:14:00Z,Rubus ulmifolius,Rattus rattus,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-11T01:37:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-11T02:18:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-11T19:36:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-11T19:46:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-12T04:24:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Juniperus macrocarpa,Dune_Scrubland,36.829226994887,-6.40381,joxy001,2020-01-27T13:33:00Z,Juniperus macrocarpa,Cervus elaphus,226.01,NA,NA,2020
camera,camera trap,Juniperus macrocarpa,Dune_Scrubland,36.829226994887,-6.40381,joxy001,2022-01-13T16:33:00Z,Juniperus macrocarpa,Cervus elaphus,226.01,NA,NA,2022
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-17T08:17:00Z,Rubus ulmifolius,Cervus elaphus,92.84,NA,NA,2021
camera,camera trap,Arbutus unedo,Tall_open_Scrubland,37.026070039719,-6.47847,aune005,2020-01-30T13:43:16Z,Arbutus unedo,Curruca melanocephala,110.07,NA,NA,2020
camera,camera trap,Juniperus macrocarpa,Dune_Scrubland,36.829226994887,-6.40381,joxy001,2022-01-13T16:33:00Z,Juniperus macrocarpa,Cervus elaphus,226.01,NA,NA,2022
camera,camera trap,Juniperus macrocarpa,Dune_Scrubland,36.829226994887,-6.40381,joxy001,2022-01-14T17:54:00Z,Juniperus macrocarpa,Cervus elaphus,226.01,NA,NA,2022
camera,camera trap,Juniperus macrocarpa,Dune_Scrubland,36.829226994887,-6.40381,joxy001,2022-01-14T18:00:00Z,Juniperus macrocarpa,Cervus elaphus,226.01,NA,NA,2022
camera,camera trap,Juniperus macrocarpa,Dune_Scrubland,36.829226994887,-6.40381,joxy001,2022-01-14T18:03:00Z,Juniperus macrocarpa,Cervus elaphus,226.01,NA,NA,2022
camera,camera trap,Juniperus macrocarpa,Dune_Scrubland,36.829226994887,-6.40381,joxy001,2022-01-14T18:08:00Z,Juniperus macrocarpa,Cervus elaphus,226.01,NA,NA,2022
camera,camera trap,Olea europaea,Marsh-Scrubland_Ecotone,37.023290013894,-6.44453,oeur001,2021-11-27T10:36:00Z,Olea europaea,Curruca melanocephala,176.05,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-23T00:20:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-09-25T21:42:00Z,Rubus ulmifolius,Rattus rattus,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-10-01T06:30:00Z,Rubus ulmifolius,Apodemus/Mus,111.86,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-10-02T14:38:00Z,Rubus ulmifolius,Curruca melanocephala,92.84,NA,NA,2021
camera,camera trap,Juniperus macrocarpa,Dune_Scrubland,36.829226994887,-6.40381,joxy001,2022-01-30T23:10:00Z,Juniperus macrocarpa,Cervus elaphus,226.01,NA,NA,2022
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-10-04T18:14:00Z,Rubus ulmifolius,Cyanistes caeruleus,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Marsh-Scrubland_Ecotone,36.992500014603,-6.44237,rulm016,2021-10-07T08:46:00Z,Rubus ulmifolius,Curruca melanocephala,92.84,NA,NA,2021
camera,camera trap,Rubus ulmifolius,Pistacia-dominated_Scrubland,36.960089961067,-6.45203,rulm005,2021-10-13T05:31:00Z,Rubus ulmifolius,Rattus rattus,111.86,NA,NA,2021
camera,camera trap,Olea europaea,Marsh-Scrubland_Ecotone,37.023290013894,-6.44453,oeur001,2021-12-23T16:23:00Z,Olea europaea,Cervus elaphus,176.05,NA,NA,2021
camera,camera trap,Olea europaea,Marsh-Scrubland_Ecotone,37.023290013894,-6.44453,oeur001,2021-12-23T16:45:00Z,Olea europaea,Cervus elaphus,176.05,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96933998,-6.44532,calb007,2021-07-16T09:32:24Z,Corema album,Alectoris rufa,147.85,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97007004,-6.4459,calb003,2021-07-15T23:00:36Z,Corema album,Sus scrofa,56.41,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96897,-6.4463800000000004,calb016,2021-07-15T23:10:58Z,Corema album,Sus scrofa,61.73,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96933998,-6.44532,calb007,2021-07-15T23:14:20Z,Corema album,Sus scrofa,147.85,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96881996,-6.44684,calb020,2021-07-16T04:24:06Z,Corema album,Sus scrofa,57.92,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96913999,-6.44712,calb023,2021-07-16T07:50:22Z,Corema album,Alectoris rufa,97.94,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96949999,-6.44631,calb013,2021-07-16T18:29:10Z,Corema album,Cyanopica cooki,128.15,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96864001,-6.44634,calb017,2021-07-16T21:59:30Z,Corema album,Sus scrofa,227.57,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96900998,-6.44586,calb010,2021-07-16T22:16:32Z,Corema album,Sus scrofa,96.65,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-17T08:30:30Z,Corema album,Cyanopica cooki,123.51,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97005596,-6.44663,calb015,2021-07-17T12:15:46Z,Corema album,Cyanopica cooki,114.04,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96992998,-6.44604,calb004,2021-07-17T14:42:12Z,Corema album,Cyanopica cooki,82.69,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96992998,-6.44604,calb004,2021-07-17T14:43:54Z,Corema album,Cyanopica cooki,82.69,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96992998,-6.44604,calb004,2021-07-17T15:12:50Z,Corema album,Cyanopica cooki,82.69,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96992998,-6.44604,calb004,2021-07-17T15:40:12Z,Corema album,Alectoris rufa,82.69,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96942003,-6.44587,calb012,2021-07-18T09:12:04Z,Corema album,Alectoris rufa,149.14,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96927996,-6.44609,calb011,2021-07-17T22:18:40Z,Corema album,Sus scrofa,253.56,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96913999,-6.44712,calb023,2021-07-17T23:58:12Z,Corema album,Sus scrofa,97.94,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96914996,-6.44694,calb022,2021-07-18T00:03:10Z,Corema album,Sus scrofa,126.07,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97007004,-6.4459,calb003,2021-07-18T07:29:06Z,Corema album,Alectoris rufa,56.41,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96949999,-6.44631,calb013,2021-07-18T08:24:38Z,Corema album,Sus scrofa,128.15,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96914996,-6.44694,calb022,2021-07-18T08:33:30Z,Corema album,Sus scrofa,126.07,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-18T08:37:52Z,Corema album,Sus scrofa,123.51,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96864001,-6.44634,calb017,2021-07-18T21:41:08Z,Corema album,Dama dama,227.57,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96914996,-6.44694,calb022,2021-07-19T12:35:30Z,Corema album,Cyanopica cooki,126.07,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96914996,-6.44694,calb022,2021-07-19T12:35:30Z,Corema album,Sturnus unicolor,126.07,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96949999,-6.44631,calb013,2021-07-19T12:57:06Z,Corema album,Cyanopica cooki,128.15,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96949999,-6.44631,calb013,2021-07-19T19:16:36Z,Corema album,Sturnus unicolor,128.15,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96956998,-6.44539,calb006,2021-07-20T09:31:36Z,Corema album,Sturnus unicolor,180.4,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96968104,-6.44556,calb005,2021-07-20T09:32:58Z,Corema album,Sturnus unicolor,298.15,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96933998,-6.44532,calb007,2021-07-20T20:26:38Z,Corema album,Sus scrofa,147.85,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-21T03:08:52Z,Corema album,Oryctolagus cuniculus,123.51,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97001598,-6.44567,calb002,2021-07-21T10:59:00Z,Corema album,Cyanopica cooki,208.63,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96933998,-6.44532,calb007,2021-07-21T11:10:30Z,Corema album,Cyanopica cooki,147.85,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96864001,-6.44634,calb017,2021-07-21T20:29:54Z,Corema album,Alectoris rufa,227.57,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-21T22:18:36Z,Corema album,Sus scrofa,123.51,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-21T22:23:48Z,Corema album,Sus scrofa,123.51,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96913999,-6.44712,calb023,2021-07-21T22:27:32Z,Corema album,Sus scrofa,97.94,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97005596,-6.44663,calb015,2021-07-21T22:58:40Z,Corema album,Sus scrofa,114.04,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97005596,-6.44663,calb015,2021-07-21T23:02:46Z,Corema album,Sus scrofa,114.04,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97005596,-6.44663,calb015,2021-07-21T23:11:32Z,Corema album,Sus scrofa,114.04,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97005596,-6.44663,calb015,2021-07-21T23:12:46Z,Corema album,Sus scrofa,114.04,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96927996,-6.44609,calb011,2021-07-22T01:29:04Z,Corema album,Oryctolagus cuniculus,253.56,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96933998,-6.44532,calb007,2021-07-23T06:28:34Z,Corema album,Sus scrofa,147.85,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96933998,-6.44532,calb007,2021-07-23T06:32:38Z,Corema album,Sus scrofa,147.85,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97007004,-6.4459,calb003,2021-07-23T08:34:46Z,Corema album,Alectoris rufa,56.41,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96900998,-6.44586,calb010,2021-07-23T09:39:04Z,Corema album,Sus scrofa,96.65,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96900998,-6.44586,calb010,2021-07-23T09:47:34Z,Corema album,Sus scrofa,96.65,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96900998,-6.44586,calb010,2021-07-23T09:57:08Z,Corema album,Sus scrofa,96.65,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96900998,-6.44586,calb010,2021-07-23T09:57:36Z,Corema album,Sus scrofa,96.65,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96933998,-6.44532,calb007,2021-07-23T10:03:36Z,Corema album,Alectoris rufa,147.85,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96913999,-6.44712,calb023,2021-07-23T21:44:28Z,Corema album,Sus scrofa,97.94,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96949999,-6.44631,calb013,2021-07-23T21:51:42Z,Corema album,Sus scrofa,128.15,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96949999,-6.44631,calb013,2021-07-23T21:53:28Z,Corema album,Sus scrofa,128.15,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-24T05:54:56Z,Corema album,Oryctolagus cuniculus,123.51,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-24T06:54:56Z,Corema album,Oryctolagus cuniculus,123.51,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96956998,-6.44539,calb006,2021-07-24T07:15:42Z,Corema album,Alectoris rufa,180.4,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96949999,-6.44631,calb013,2021-07-25T09:08:56Z,Corema album,Alectoris rufa,128.15,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96913999,-6.44712,calb023,2021-07-24T21:37:50Z,Corema album,Sus scrofa,97.94,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96949999,-6.44631,calb013,2021-07-25T07:00:06Z,Corema album,Sus scrofa,128.15,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96927996,-6.44609,calb011,2021-07-25T07:04:54Z,Corema album,Sus scrofa,253.56,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96864001,-6.44634,calb017,2021-07-25T07:25:38Z,Corema album,Sus scrofa,227.57,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96927996,-6.44609,calb011,2021-07-25T11:41:10Z,Corema album,Saxicola rubicola,253.56,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.97001598,-6.44567,calb002,2021-07-25T20:51:38Z,Corema album,Cyanopica cooki,208.63,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-25T21:49:32Z,Corema album,Sus scrofa,123.51,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-26T04:04:54Z,Corema album,Oryctolagus cuniculus,123.51,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96864001,-6.44634,calb017,2021-07-27T04:26:06Z,Corema album,Oryctolagus cuniculus,227.57,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96864001,-6.44634,calb017,2021-07-27T22:45:46Z,Corema album,Oryctolagus cuniculus,227.57,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96864001,-6.44634,calb017,2021-07-28T04:35:28Z,Corema album,Oryctolagus cuniculus,227.57,NA,NA,2021
camera,camera trap,Corema album,Dune_Scrubland,36.96890001,-6.44734,calb024,2021-07-28T07:45:34Z,Corema album,Oryctolagus cuniculus,123.51,NA,NA,2021
